char,sim
稽,"['𥠻', '榰', '稭', '楷', '檳', '櫡', '棬', '稓', '棔', '𧛊', '蓨', '𡓈', '蓓', '禇', '𢲵', '橏', '撸', '搘', '褚', '棤']"
稾,"['槀', '烹', '稟', '禀', '宲', '藁', '槖', '藳', '裒', '彙', '稁', '橐', '襃', '𧗅', '枲', '寰', '袌', '景', '桌', '𡹞']"
稿,"['槁', '碻', '橋', '橘', '裿', '𥠮', '穡', '碕', '𥟊', '禞', '槗', '𣘁', '搞', '𣟫', '犒', '𥡘', '𢲤', '荷', '𣠰', '塙']"
穀,"['榖', '縠', '觳', '糓', '毂', '敹', '殻', '豰', '殼', '毅', '彀', '䍍', '窾', '熟', '設', '𢣂', '䉤', '赎', '薂', '檠']"
穁,"['榵', '搑', '葞', '槆', '蕱', '稓', '𥠯', '棤', '栉', '楛', '菏', '碏', '蒱', '稽', '穑', '葙', '𧛊', '橗', '𥡘', '𢯓']"
穂,"['槵', '橞', '櫖', '穗', '櫘', '樚', '樬', '攇', '穘', '櫎', '襓', '赯', '攄', '摅', '橈', '磄', '禟', '褿', '欂', '櫔']"
穃,"['碦', '稖', '袼', '褣', '楁', '榕', '褡', '穚', '镕', '桮', '𣖞', '桳', '楿', '榁', '榙', '棓', '𥟊', '𥳓', '帟', '裿']"
穄,"['磜', '祭', '縩', '櫒', '憏', '礤', '瑹', '楘', '摖', '栥', '攃', '笲', '窱', '儏', '秶', '際', '硗', '殩', '黎', '簗']"
穅,"['槺', '糠', '躿', '慷', '漮', '𠻞', '𣜰', '牅', '樄', '棅', '穣', '镛', '藮', '𢠣', '𦧷', '褫', '𧞋', '穛', '蔯', '赯']"
穆,"['䅟', '穇', '穋', '磣', '簃', '渗', '椮', '漻', '贂', '蓚', '谬', '碜', '摻', '磟', '𠔭', '縿', '聄', '墋', '謲', '襂']"
穇,"['䅟', '磣', '槮', '襂', '碜', '穆', '摻', '𠔭', '簃', '謲', '縿', '椮', '掺', '𢹨', '渗', '糁', '穋', '襐', '墋', '糝']"
穈,"['糜', '縻', '薒', '麇', '𠪸', '𧇃', '橜', '椉', '𡪜', '摩', '蘪', '𧃲', '藂', '萰', '棄', '麽', '寐', '黂', '麼', '枽']"
穉,"['稺', '樨', '裤', '裈', '徲', '𤹖', '墀', '稡', '䘹', '癖', '褲', '𤻒', '𣒲', '淬', '𢋬', '摨', '襷', '楃', '𡳥', '摒']"
穊,"['𦔙', '概', '摡', '慨', '瑯', '槪', '棿', '𤧨', '𨃷', '现', '聪', '砚', '秪', '櫬', '棷', '杋', '視', '𥚅', '辄', '既']"
穋,"['璆', '摎', '樛', '镠', '漻', '賿', '豂', '穇', '憀', '穆', '蹘', '簃', '磟', '襂', '墋', '謲', '膠', '摻', '䅟', '谬']"
穌,"['稣', '鮇', '鮽', '𩺤', '鯟', '鯀', '𩷉', '𩻻', '鯨', '𩵾', '䱚', '鮢', '鮛', '鯸', '鮧', '魼', '鯄', '鮸', '鮁', '䱛']"
積,"['襀', '樍', '磧', '耫', '櫝', '樻', '蒨', '橨', '禛', '槓', '績', '歵', '幘', '𧜖', '犢', '𧛊', '禱', '襩', '𧜙', '穦']"
穎,"['頴', '顈', '顙', '𡓡', '類', '顡', '頯', '頦', '賩', '頍', '頖', '頽', '纇', '頹', '頺', '踪', '頪', '預', '纈', '頢']"
穏,"['檼', '穩', '礠', '欉', '濦', '藫', '懚', '僁', '禒', '禐', '櫘', '愻', '稳', '孮', '隠', '穘', '僫', '綕', '璄', '墕']"
穐,"['蘒', '穲', '徿', '礲', '鼊', '𣰵', '礭', '鼀', '襹', '瓏', '龓', '𥶀', '䏊', '𥡗', '襬', '籭', '隴', '蘎', '硙', '硽']"
穑,"['穡', '穯', '樯', '褅', '裿', '禉', '穚', '襔', '襭', '襽', '籕', '櫙', '檣', '褵', '稿', '稓', '稸', '𥟊', '碚', '蕱']"
穒,"['鴍', '鷿', '窵', '嶌', '鴦', '蔦', '鴌', '鵹', '鵟', '鴬', '鴑', '騺', '鷥', '鶱', '鸉', '鷘', '鸗', '鷽', '鳶', '鵥']"
穓,"['禩', '覄', '標', '穰', '樏', '褾', '槱', '樮', '磦', '墂', '襈', '塛', '楐', '櫰', '耲', '檈', '傈', '瑮', '稞', '摞']"
穔,"['橫', '磺', '撗', '横', '墴', '彉', '橨', '耫', '禛', '穬', '櫗', '襩', '璜', '欉', '穘', '趪', '橂', '磌', '擴', '礦']"
穕,"['磼', '襍', '𣛜', '牃', '穛', '穰', '鏶', '儴', '櫵', '璅', '𥛲', '棅', '藮', '穣', '集', '𢵵', '礁', '稧', '穙', '欜']"
穖,"['耭', '禨', '僟', '璣', '幾', '墢', '襏', '牋', '稯', '機', '發', '橃', '褷', '榽', '橩', '擸', '撥', '襳', '榝', '檥']"
穗,"['橞', '穂', '璤', '槵', '憓', '櫘', '譓', '楒', '恝', '穘', '穩', '櫄', '繐', '攄', '愂', '櫶', '襓', '惠', '㯖', '橈']"
穘,"['襓', '檥', '橈', '欉', '穣', '蕛', '耫', '榬', '櫘', '櫹', '褘', '㩢', '檼', '擴', '樈', '趬', '繍', '穬', '磽', '襪']"
穙,"['襆', '襥', '樸', '墣', '檏', '璞', '穰', '𦄾', '僕', '镤', '轐', '擈', '榽', '𥼜', '鄴', '𦏓', '㯷', '贌', '儴', '𢷏']"
穚,"['礄', '𥟊', '橋', '稸', '穡', '裿', '槗', '犞', '稰', '穑', '禞', '穯', '穱', '稖', '稿', '穦', '秳', '褅', '籕', '墧']"
穛,"['𥛲', '樵', '藮', '襍', '撨', '礁', '櫵', '癄', '趭', '穕', '憔', '焦', '潐', '膲', '𥡗', '穣', '瞧', '劁', '擕', '嶣']"
穜,"['橦', '種', '𥔧', '𥣑', '𧀑', '㮔', '𥵾', '撞', '褈', '𥰈', '憧', '犝', '磋', '徸', '磸', '𥠭', '磰', '薶', '僮', '櫣']"
穝,"['襊', '禢', '樶', '稩', '褟', '褆', '裐', '襴', '榥', '穱', '禑', '欇', '埽', '禤', '辊', '襵', '穓', '裩', '繓', '襑']"
穞,"['穭', '橹', '櫓', '𣞄', '橧', '褿', '稸', '稽', '襘', '𥟊', '稓', '穡', '籕', '穦', '穚', '檜', '𥠻', '磳', '稩', '褼']"
穟,"['檖', '襚', '礈', '禭', '旞', '稵', '蔲', '豥', '蔙', '簃', '稄', '嵸', '篵', '硗', '裧', '旍', '穘', '禐', '欉', '蓰']"
穠,"['檂', '襛', '禯', '擃', '襪', '𧜵', '褾', '𣠓', '儂', '濃', '襵', '橴', '褠', '掼', '燶', '郝', '𧝓', '慓', '𢷃', '攔']"
穡,"['穯', '穑', '檣', '樯', '𥟊', '橋', '稿', '裿', '穚', '梧', '襭', '槁', '𥠮', '碏', '禧', '𥡘', '籕', '𧛊', '稻', '櫙']"
穢,"['檅', '襪', '欌', '薇', '嶶', '濊', '祯', '櫗', '萟', '稵', '豮', '褹', '檥', '欉', '𧁺', '槸', '欷', '被', '殧', '橛']"
穣,"['穰', '檥', '穘', '欉', '蕛', '儴', '穬', '壌', '擴', '櫵', '璛', '忀', '襓', '櫹', '藮', '耲', '蓵', '殔', '㩢', '簘']"
穤,"['襦', '𧜵', '襵', '需', '𠧍', '藊', '穠', '禰', '懦', '礵', '𠧌', '𥠮', '濡', '煎', '襽', '襴', '彌', '儞', '襕', '𥡘']"
穥,"['𢷣', '襈', '稘', '簯', '硔', '踑', '晎', '與', '𥛉', '楰', '襳', '璵', '碘', '穬', '𢷲', '輁', '賟', '穓', '稧', '瓎']"
穦,"['礗', '稰', '襩', '橨', '檳', '豶', '殯', '櫕', '璸', '碽', '磭', '積', '檟', '蓨', '禛', '稓', '樈', '稪', '槓', '礢']"
穧,"['穦', '稡', '璾', '穡', '櫅', '褅', '稵', '𧜵', '穑', '𥗎', '礗', '硦', '穟', '磰', '褵', '穬', '帟', '碲', '磅', '磸']"
穨,"['𥣧', '𥢅', '觳', '隤', '彀', '歕', '頴', '穎', '髕', '窺', '謴', '頓', '繢', '殨', '説', '顈', '牘', '𢤞', '殼', '說']"
穩,"['檼', '穏', '櫘', '稳', '隱', '壔', '懚', '襀', '續', '澺', '癮', '𢶶', '儶', '儯', '憲', '璹', '歵', '禱', '櫝', '犢']"
穪,"['檷', '襧', '禰', '爾', '躎', '隬', '裲', '𢣚', '彌', '𠧌', '濔', '雨', '镾', '擟', '鑈', '脼', '儞', '袻', '柄', '兩']"
穫,"['𧞤', '擭', '矱', '蒦', '镬', '𣞾', '𥣑', '顴', '耯', '對', '𧀑', '馑', '瓁', '櫗', '種', '𧛎', '權', '篵', '𤂧', '褨']"
穬,"['櫎', '禲', '擴', '櫗', '礦', '穰', '穣', '穘', '彍', '襪', '櫹', '穔', '櫔', '襓', '禠', '幭', '欉', '欌', '𤀘', '穮']"
穭,"['穞', '橹', '櫓', '瀂', '擼', '𣞄', '𥢬', '𡓇', '襘', '艪', '𥌧', '魯', '褿', '䃣', '鰽', '鱔', '鱏', '僊', '僠', '𥶇']"
穮,"['犥', '禠', '穬', '镳', '麃', '穲', '褫', '攗', '𤣄', '樚', '榹', '耱', '穰', '槱', '麍', '藱', '儦', '樜', '寴', '騬']"
穯,"['穡', '穑', '穚', '櫙', '穱', '蘠', '稿', '襽', '𥟊', '樯', '稲', '檣', '禉', '禞', '襭', '稸', '籕', '碻', '稻', '稓']"
穰,"['穣', '欜', '儴', '欉', '耲', '檥', '櫹', '穬', '欀', '穓', '壌', '禳', '穘', '懹', '璛', '忀', '櫵', '簘', '攘', '瓖']"
穱,"['櫾', '褅', '灂', '禲', '穚', '禤', '鄱', '稰', '稲', '襉', '褵', '穦', '襽', '穯', '禞', '穡', '橎', '襴', '褼', '磭']"
穲,"['襹', '酈', '攦', '躧', '纚', '襬', '灑', '穮', '禲', '藱', '樚', '儷', '籭', '囇', '蘒', '穬', '欐', '襽', '矖', '襴']"
穳,"['禶', '襸', '欑', '纉', '瓉', '瓚', '纘', '𥢅', '璳', '𧹍', '豶', '𥣧', '穦', '躦', '穨', '繢', '頍', '𥢆', '縸', '酇']"
穴,"['宂', '庂', '亢', '𡉽', '欠', '叭', '夰', '癶', '灾', '亦', '泬', '苁', '灰', '夶', '廾', '汿', '汴', '泪', '疒', '坹']"
穵,"['窆', '乥', '芝', '乭', '玄', '艺', '乞', '乯', '朰', '𡴯', '呓', '覂', '乴', '玆', '乺', '乫', '弦', '吃', '呟', '孕']"
究,"['充', '宄', '窕', '㧤', '珫', '兖', '垞', '突', '窈', '殑', '宪', '孫', '𥭎', '綂', '抏', '羦', '秀', '琓', '𣑁', '莞']"
穷,"['竻', '夯', '𠴛', '劳', '劽', '务', '芬', '笌', '勞', '究', '窃', '労', '窈', '努', '芳', '劣', '𠝔', '𢐊', '势', '𦺜']"
穸,"['箩', '哕', '夣', '岁', '芕', '哆', '荹', '萝', '荄', '夢', '锣', '𠫾', '麥', '茤', '劳', '荌', '奓', '芡', '歺', '菨']"
穹,"['弯', '窎', '𥬋', '窖', '宕', '窞', '夸', '亭', '窍', '宆', '莟', '笿', '客', '窝', '亨', '芎', '菪', '岧', '茗', '鸯']"
空,"['笁', '箜', '室', '啌', '至', '𣈞', '坕', '悾', '𠲮', '筮', '坖', '窒', '莖', '咥', '巠', '莹', '左', '坙', '宅', '笠']"
穻,"['窂', '窙', '宇', '窏', '荢', '宯', '𡦂', '秊', '𡨧', '序', '窄', '宅', '羍', '宱', '窣', '箓', '宰', '悸', '荤', '𠱶']"
穼,"['寀', '案', '筞', '宷', '朶', '𥦝', '罙', '亲', '突', '梥', '𦯬', '栥', '察', '桑', '筡', '宗', '宩', '杗', '筿', '宲']"
穽,"['弈', '锌', '垶', '窄', '奔', '拳', '𡦧', '挥', '裈', '荓', '箏', '𢲟', '𢭂', '𦽰', '锋', '瑋', '拲', '弉', '辫', '倖']"
穾,"['突', '宎', '笶', '癸', '実', '笑', '奕', '𥭍', '巭', '𥯝', '寏', '箓', '葖', '矣', '奚', '宊', '奀', '筴', '罙', '芺']"
穿,"['窄', '笌', '突', '窍', '筿', '第', '宗', '箓', '𡨧', '罙', '窦', '朶', '蔉', '察', '窙', '窈', '簝', '筡', '条', '衮']"
窀,"['菴', '毫', '芚', '莌', '莞', '窜', '壱', '窑', '垞', '惹', '𡶁', '蒄', '庉', '峞', '窤', '荒', '萣', '寋', '徔', '𩂄']"
突,"['笶', '奕', '穾', '朶', '宎', '筴', '癸', '葖', '罙', '𥭍', '𥯝', '𥭼', '穼', '穿', '宪', '寏', '究', '堗', '窄', '矣']"
窂,"['窣', '牢', '穻', '𡨧', '羍', '军', '罕', '荤', '牽', '宰', '癷', '率', '氒', '𥭏', '窙', '秊', '箤', '厍', '挙', '库']"
窃,"['窈', '𢐊', '篛', '扬', '窍', '笏', '𢪰', '劦', '究', '绣', '𦵠', '拐', '峛', '捇', '掾', '蓩', '荔', '徬', '穿', '疨']"
窄,"['岝', '苲', '穿', '筰', '笮', '痄', '𢇱', '窑', '菪', '库', '第', '筅', '宱', '序', '惇', '若', '窖', '突', '蓉', '宥']"
窅,"['宵', '眘', '昚', '管', '官', '喧', '宕', '筲', '萺', '賓', '窨', '𥱪', '菅', '琯', '晉', '筍', '肓', '箵', '諠', '莦']"
窆,"['穵', '奒', '荄', '麧', '覂', '䒦', '奓', '笒', '窍', '荽', '篓', '叜', '蓼', '玄', '乯', '笗', '呟', '婱', '茤', '𩬪']"
窇,"['壱', '愙', '苞', '峞', '賨', '脀', '亳', '夿', '窛', '匎', '簄', '匒', '雸', '宵', '嵛', '啻', '苊', '奤', '窤', '孴']"
窈,"['窃', '绣', '綉', '𢐊', '究', '𥿺', '絯', '絃', '蓀', '縍', '穿', '绫', '蓩', '綈', '瑏', '窍', '该', '𡥥', '練', '绽']"
窉,"['窚', '离', '宬', '序', '窌', '𠅜', '窝', '袬', '裦', '蒬', '窛', '窩', '蒚', '宼', '蒄', '甯', '庈', '寏', '𢇱', '𢇡']"
窊,"['巟', '庎', '宷', '寙', '窳', '充', '莍', '宋', '宩', '庡', '系', '𤴭', '泶', '床', '宗', '㽿', '戾', '衮', '忝', '疜']"
窋,"['壺', '崈', '寜', '滢', '缶', '常', '壼', '蝁', '啻', '𦵛', '崫', '谊', '窤', '峃', '涇', '茁', '𨓑', '齍', '宧', '皍']"
窌,"['奅', '窷', '帘', '筛', '庎', '霈', '帋', '窃', '帝', '府', '偙', '宱', '郝', '𤀐', '諒', '兢', '箊', '序', '汿', '寙']"
窍,"['𢐊', '𢇱', '筕', '穿', '𥭎', '窃', '瑏', '諪', '窮', '惇', '琦', '𢫡', '萣', '悸', '俘', '窄', '垞', '窑', '窈', '該']"
窎,"['鸯', '穹', '鸾', '笃', '弯', '莺', '骛', '窍', '鹜', '窝', '窞', '鸢', '窮', '鸴', '蓦', '菪', '窖', '窑', '䴕', '窨']"
窏,"['穻', '浫', '涥', '涍', '浑', '㳯', '浶', '洊', '㽳', '辡', '洚', '琈', '宱', '穽', '悸', '谇', '淬', '淳', '竎', '溄']"
窐,"['窒', '筀', '埊', '峚', '寚', '室', '坖', '玺', '峑', '耊', '圶', '垐', '簊', '滢', '歪', '窑', '茥', '篂', '坔', '奎']"
窑,"['窰', '窖', '蓉', '窄', '窞', '窝', '菪', '䔲', '容', '窒', '客', '窍', '𡨧', '牽', '惹', '窦', '窐', '害', '宕', '愙']"
窒,"['窐', '室', '䇪', '荎', '埊', '峑', '耊', '莖', '筀', '峚', '窑', '玺', '坖', '箜', '窰', '筮', '箼', '歪', '圶', '筌']"
窓,"['愙', '窸', '态', '兖', '慈', '菍', '容', '夽', '莣', '忘', '萒', '蓉', '充', '惹', '窞', '窑', '怼', '窰', '竂', '愻']"
窔,"['叜', '笅', '筊', '癹', '窡', '荾', '窭', '変', '夋', '嵏', '寏', '奒', '篓', '衮', '袲', '姭', '蓘', '妾', '葼', '窦']"
窕,"['究', '苨', '宠', '寣', '𢳙', '蓗', '笼', '蓯', '筄', '藐', '痄', '范', '莀', '荱', '蓈', '篵', '宱', '峞', '尨', '疙']"
窖,"['窞', '窑', '窰', '笿', '莕', '菪', '窨', '蓉', '奢', '莟', '窘', '客', '窝', '害', '蓦', '箸', '箬', '茖', '窄', '茗']"
窗,"['茵', '萏', '齒', '𦭪', '䆰', '笝', '蔥', '菡', '篋', '箇', '窻', '葛', '筃', '蓖', '匿', '呙', '匧', '菌', '奁', '窟']"
窘,"['窖', '奢', '碁', '着', '莕', '著', '菪', '暮', '害', '惹', '宥', '萫', '窄', '簝', '蕎', '蓉', '窰', '羣', '奪', '茖']"
窙,"['宯', '弿', '𡨧', '穻', '窣', '率', '荢', '孳', '牽', '窭', '篣', '宰', '荸', '蕶', '荤', '藔', '蒘', '穿', '雽', '筟']"
窚,"['宬', '歳', '𡻕', '寂', '奯', '裦', '寏', '窢', '庋', '宼', '蕆', '废', '嵅', '歲', '窽', '薉', '窛', '扆', '庭', '蒬']"
窛,"['蔲', '宼', '簆', '寇', '葂', '窚', '寲', '裦', '寏', '豥', '蒬', '蒄', '窢', '箢', '蓫', '篴', '葾', '宬', '峞', '寃']"
窜,"['窀', '菴', '寗', '輋', '輂', '篝', '審', '窑', '𦾥', '轄', '庠', '害', '蕃', '莗', '箏', '𦶀', '窘', '単', '雸', '毫']"
窝,"['窞', '窖', '窑', '茗', '菪', '宕', '蓉', '客', '窰', '笿', '賓', '莟', '袞', '窍', '旁', '䔲', '穹', '𢇱', '愙', '莕']"
窞,"['窖', '窝', '筨', '莟', '笿', '窰', '客', '茗', '蓉', '簦', '窑', '箬', '容', '峉', '呄', '窨', '愙', '䔲', '菪', '筶']"
窟,"['䆰', '審', '𢉩', '竞', '窩', '屈', '蕞', '宕', '箼', '𢊫', '𧹦', '宦', '賔', '屆', '竄', '𡳥', '𦲒', '簴', '窝', '宾']"
窠,"['窼', '𧁸', '彙', '菓', '巢', '𧗅', '罺', '巣', '崬', '棄', '葉', '菄', '某', '喿', '粜', '埬', '菒', '𩄓', '麇', '鄛']"
窡,"['窔', '叜', '裦', '窭', '妾', '袲', '崣', '嵏', '薆', '癹', '兹', '寏', '変', '窦', '蒵', '淁', '袤', '姭', '宖', '雭']"
窢,"['宬', '嵅', '窚', '簚', '俴', '誜', '臷', '嶯', '戜', '裦', '箃', '窛', '薉', '奯', '頍', '敱', '嶻', '俊', '寑', '頝']"
窣,"['𡨧', '率', '宰', '窂', '牽', '窙', '荤', '舝', '箤', '羍', '穻', '寚', '秊', '莑', '筟', '崒', '榟', '琗', '竂', '笇']"
窤,"['菎', '寛', '𠝕', '瓽', '寬', '覚', '崀', '窮', '竞', '𧹦', '寯', '莧', '峞', '寇', '竀', '蕞', '賔', '茛', '簄', '甆']"
窥,"['窺', '馐', '惊', '𣟂', '憶', '瑍', '宼', '境', '𡙴', '怒', '欵', '𠋂', '綂', '𦈽', '缤', '馋', '觑', '寃', '悗', '傶']"
窦,"['䈊', '妄', '葁', '葵', '寞', '篓', '妾', '菱', '薆', '袞', '菉', '茣', '芰', '萋', '袌', '薳', '蔉', '羮', '簝', '蒦']"
窧,"['蔁', '筸', '箄', '窣', '𡨧', '牽', '章', '宰', '慞', '薲', '箿', '草', '窂', '萯', '嶜', '掌', '荤', '漳', '萛', '率']"
窨,"['窖', '菪', '害', '窞', '萻', '菩', '蓦', '莕', '窰', '菅', '𩄒', '昚', '营', '箸', '嶜', '賓', '奢', '暮', '窑', '䔲']"
窩,"['篱', '离', '翯', '蒚', '篙', '皜', '嵩', '窟', '嗃', '𢉩', '塙', '扃', '萵', '禼', '鬳', '鄗', '蓇', '屠', '蒿', '雟']"
窪,"['滢', '馑', '𦹻', '𩅚', '谨', '淫', '浧', '漼', '𤂧', '璀', '霪', '湟', '瓘', '䨙', '寉', '雍', '涯', '滻', '罋', '洷']"
窫,"['葜', '奦', '椉', '熃', '漐', '熭', '藀', '籎', '寲', '簔', '摮', '搴', '辫', '鼖', '罋', '褺', '窽', '寏', '籖', '亵']"
窬,"['萮', '嵛', '蓉', '容', '寄', '簽', '奢', '䈵', '窞', '𥬋', '袞', '葊', '𥮈', '窄', '𢇱', '莟', '𢙵', '窝', '尞', '額']"
窭,"['姭', '寏', '窔', '崣', '蔢', '窡', '窙', '篓', '婱', '窦', '袲', '叜', '癹', '姿', '変', '葼', '裦', '察', '萣', '蓌']"
窮,"['藭', '殨', '殯', '𡃕', '窍', '豫', '窤', '窄', '𢐊', '頦', '壕', '瑲', '𥎉', '𢇱', '擯', '第', '籟', '瓽', '額', '尞']"
窯,"['蓔', '篜', '窸', '藔', '慕', '繤', '萗', '枽', '窾', '萦', '萒', '嶪', '簔', '棠', '葲', '葈', '橐', '箓', '寨', '萘']"
窰,"['窑', '窖', '窞', '䔲', '菪', '蓉', '簦', '牽', '簝', '笿', '茗', '箸', '窝', '窒', '箼', '莕', '𦼔', '窨', '霯', '茖']"
窱,"['褬', '磙', '旒', '篠', '簶', '礠', '徖', '禒', '褖', '櫒', '蒤', '悿', '磉', '櫲', '竂', '𦄴', '蓧', '篨', '嶈', '襐']"
窲,"['嶈', '嵙', '萪', '䘹', '塖', '率', '箂', '藔', '窱', '琗', '褬', '萍', '宩', '宷', '帟', '悴', '櫒', '裈', '庥', '莍']"
窳,"['扆', '窽', '𥦝', '𦼟', '苽', '系', '窚', '充', '蓏', '榢', '𠖨', '寂', '菰', '㽿', '𦷬', '豥', '𦆟', '寏', '褖', '莍']"
窴,"['寘', '賨', '寊', '萯', '蒖', '篢', '賓', '薲', '賫', '蒷', '寛', '真', '籄', '箮', '蓂', '窶', '賌', '實', '裛', '袬']"
窵,"['鴦', '嶌', '鷿', '鵹', '鵟', '蔦', '鴬', '鴜', '鷘', '鴑', '鷰', '鷕', '鷽', '鷹', '鳶', '鸑', '鵥', '鵛', '鴔', '鸒']"
窶,"['寠', '嘦', '霋', '賽', '寞', '籆', '蒦', '蘉', '窭', '蓌', '変', '蕶', '窴', '亴', '蔢', '薆', '蔞', '瓁', '窙', '霬']"
窷,"['窌', '硺', '𤷱', '郗', '磞', '聏', '邟', '薌', '筛', '痫', '府', '𥭵', '篽', '𤼕', '疖', '莭', '郝', '筇', '彌', '沛']"
窸,"['慈', '窓', '萒', '寮', '𦼟', '蔡', '菍', '篜', '窯', '索', '憲', '藔', '竂', '𦵚', '蓘', '蒬', '萦', '惹', '愻', '菤']"
窹,"['寤', '薃', '幦', '嶈', '寣', '𥵕', '磭', '墧', '霿', '僒', '觠', '穦', '禧', '裷', '稰', '箈', '犞', '蕍', '簈', '頱']"
窺,"['𨅂', '頦', '窥', '顁', '殨', '䌫', '頴', '𢴓', '窮', '顃', '頬', '𦪻', '攬', '誽', '額', '頺', '㰖', '規', '𥣧', '頓']"
窻,"['蔥', '葱', '𦾤', '慝', '懬', '蒽', '竄', '廪', '葛', '薏', '薺', '篦', '意', '縻', '甆', '憽', '藘', '蒭', '寇', '𧹦']"
窼,"['罺', '窠', '崬', '棄', '櫜', '巢', '菒', '𧁸', '菓', '藳', '𩄓', '彙', '橐', '檃', '簘', '葲', '罤', '藔', '櫽', '某']"
窽,"['儫', '裦', '寏', '窚', '寲', '嵚', '袬', '𤮠', '寂', '𡒯', '煫', '邃', '宬', '窳', '亵', '箓', '袌', '宼', '褎', '寮']"
窾,"['𥭼', '窯', '策', '窽', '箓', '葲', '縠', '簝', '𢆧', '愫', '簑', '嵚', '襃', '欵', '𠖨', '𥱨', '𦼟', '尞', '洜', '袬']"
窿,"['嶐', '霳', '蕯', '箼', '隆', '窪', '𩄐', '薩', '隓', '隡', '陸', '癃', '湰', '霪', '墬', '罋', '𥰈', '蔭', '產', '𦹻']"
竀,"['藐', '寴', '璄', '頱', '顁', '鏡', '覝', '預', '寛', '顈', '濱', '镜', '頿', '頣', '垷', '攬', '濵', '宺', '頑', '頠']"
竁,"['毳', '笔', '毿', '髦', '宒', '掱', '麾', '毛', '雮', '毵', '氋', '毫', '毲', '𨖧', '毝', '㕰', '軞', '毭', '橇', '眊']"
竂,"['藔', '寮', '箞', '篣', '冪', '箓', '簭', '菤', '尞', '繤', '袬', '篹', '簝', '萒', '舝', '簔', '牽', '慈', '藵', '察']"
竃,"['𩄱', '電', '竈', '鼋', '鼍', '竜', '鼌', '篭', '亀', '黾', '窀', '鼉', '罨', '庉', '𩂄', '电', '麠', '奄', '窜', '蘒']"
竄,"['䉭', '窤', '𩄏', '𩅜', '窟', '虱', '蕆', '䆰', '賔', '鼠', '巤', '賡', '菎', '裒', '蕞', '𧅕', '嵐', '𠆍', '𩂟', '鬳']"
竅,"['薂', '窺', '敫', '簸', '籔', '簽', '數', '覈', '寞', '寔', '欵', '𦤠', '窮', '毅', '歕', '敦', '裂', '縠', '簑', '觳']"
竆,"['顏', '竀', '殯', '薃', '箙', '頠', '匔', '觷', '窮', '寣', '匑', '蓈', '顅', '軉', '簢', '郩', '𩅜', '顔', '奟', '幦']"
竇,"['藚', '蕢', '蔶', '賁', '蕒', '賓', '蕡', '賫', '寳', '簣', '賣', '寶', '藖', '貴', '實', '𦹳', '貫', '簀', '賽', '薋']"
竈,"['鼉', '霓', '黿', '藣', '菎', '竃', '鼄', '籗', '籭', '𩄱', '麠', '𩅜', '窀', '庉', '寵', '糵', '麅', '鼀', '蔻', '䇻']"
竉,"['寵', '巃', '靇', '礲', '籠', '龐', '龎', '襱', '龓', '龍', '鼊', '蘢', '蘎', '贚', '隴', '矓', '爖', '徿', '儱', '壟']"
竊,"['槳', '禧', '𧄈', '𥶁', '諊', '磿', '檠', '糪', '謗', '噽', '顙', '檗', '額', '寤', '磉', '譪', '嶈', '鼘', '榟', '謀']"
立,"['竝', '五', '宐', '並', '泣', '江', '乤', '𢘮', '衄', '阯', '它', '巫', '卫', '丘', '岦', '冚', '砬', '垃', '亙', '𠮙']"
竌,"['讥', '巩', '玑', '矶', '耴', '仉', '饥', '𤮿', '叽', '𡴉', '吼', '杋', '杌', '乱', '忛', '帆', '汎', '刐', '厄', '訉']"
竍,"['汁', '什', '计', '辻', '讨', '𢗸', '呌', '針', '圤', '叶', '针', '垀', '旪', '坛', '拤', '廾', '协', '𢗔', '𪜀', '迁']"
竎,"['辡', '弆', '弃', '荓', '帟', '帘', '窏', '宑', '帝', '觠', '蒄', '売', '莍', '奔', '尭', '萒', '茓', '菤', '苀', '穽']"
竏,"['玝', '圲', '玣', '忓', '秆', '汗', '玕', '轩', '扦', '玗', '汘', '姧', '许', '衦', '竔', '杆', '衧', '纡', '幵', '讦']"
竐,"['殶', '攱', '竣', '𨔊', '趇', '𨑤', '竛', '返', '豉', '﨤', '𨒟', '𠫳', '竩', '竕', '竨', '𨒒', '坮', '廷', '刻', '近']"
